   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 835,          1236,             403,              0,      4123,           0,       1000
 836,          1240,             406,              0,      4138,           0,       2001
 837,          1241,             406,              0,      4142,           0,       2001
 838,          1242,             406,            999,      4135,           0,       2000
 839,          1243,             406,            999,      4135,           0,       3000
 840,          1244,             406,              0,      4155,           0,       1999
 841,          1245,             406,            998,      4159,           0,       2000
 842,          1246,             406,              0,      4162,           0,       1000
 843,          1247,             406,              0,      4176,           0,       1999
 844,          1248,             406,            999,      4185,           0,       2000
 845,          1249,             406,              0,      4186,           0,       2000
 846,          1250,             406,            999,      4200,           0,       1999
 847,          1251,             406,              0,      4213,           0,        998
 848,          1252,             406,            999,      4194,           0,       1999
 849,          1253,             406,              0,      4196,           0,       1000
 850,          1255,             407,              0,      4206,           0,       1999
 851,          1256,             407,            999,      4213,           0,       1000
 852,          1257,             407,              0,      4219,           0,       1999
 853,          1259,             408,           1000,      4231,           0,       1999
 854,          1260,             408,           1001,      4231,           0,       1999
 855,          1261,             408,              0,      4238,           0,       1998
 856,          1262,             408,           1000,      4246,           0,       1999
 857,          1264,             409,              0,      4253,           0,       1005
 858,          1266,             410,            999,      4260,           0,       3000
 859,          1268,             411,            999,      4267,           0,       1000
 860,          1270,             412,              0,      4265,           0,       1997
 861,          1271,             412,           1000,      4261,           0,       2000
 862,          1272,             412,            997,      4279,           0,       2071
 863,          1273,             412,              0,      4291,           0,       1999
 864,          1274,             412,           1001,      4304,           0,       1999
 865,          1276,             413,            999,      4310,           0,       4001
 866,          1278,             414,           1000,      4316,           0,       3998
 867,          1282,             417,           3001,      4319,           0,       7001
 868,          1283,             417,           1997,      4323,           0,       3000
 869,          1284,             417,           1001,      4319,           0,       2999
 870,          1285,             417,            998,      4339,           0,       4001
 871,          1286,             417,            998,      4328,           0,       2003
 872,          1288,             418,            998,      4355,           0,       1998
 873,          1289,             418,           1000,      4356,           0,       1998
 874,          1290,             418,           1001,      4353,           0,       1998
 875,          1291,             418,           1000,      4366,           0,       2001
 876,          1292,             418,              0,      4382,           0,       3000
 877,          1294,             419,              0,      4386,           0,        999
 878,          1296,             420,            999,      4377,           0,       2998
 879,          1297,             420,            999,      4379,           0,       2000
 880,          1298,             420,           1004,      4402,           0,       1996
 881,          1300,             421,              0,      4405,           0,       1998
 882,          1301,             421,              0,      4422,           0,       2001
 883,          1302,             421,            999,      4425,           0,       2005
 884,          1303,             421,           1000,      4418,           0,       2000
 885,          1305,             422,              0,      4417,           0,       2000
 886,          1306,             422,              0,      4435,           0,       1998
 887,          1307,             422,           1001,      4442,           0,       1998
 888,          1308,             422,           1000,      4442,           0,       2507
 889,          1309,             422,              0,      4454,           0,       1000
 890,          1310,             422,              0,      4453,           0,       1999
 891,          1311,             422,           1001,      4468,           0,       1998
 892,          1312,             422,              0,      4474,           0,       1001
 893,          1313,             422,              0,      4478,           0,       1999
 894,          1315,             423,           1001,      4489,           0,       1999
 895,          1317,             424,            999,      4500,           0,       1999
 896,          1320,             426,              0,      4495,           0,        999
 897,          1321,             426,              0,      4501,           0,       1998
 898,          1322,             426,            999,      4516,           0,       2000
 899,          1324,             427,           1001,      4524,           0,       1998
 900,          1325,             427,              0,      4509,           0,        999
 901,          1326,             427,              0,      4518,           0,       2000
 902,          1327,             427,            998,      4514,           0,       1999
 903,          1329,             428,           1002,      4519,           0,       1999
 904,          1330,             428,              0,      4555,           0,        998
 905,          1331,             428,              0,      4558,           0,       3000
 906,          1332,             428,           1001,      4572,           0,       1997
 907,          1333,             428,           1001,      4566,           0,       2000
 908,          1334,             428,            999,      4558,           0,       2000
 909,          1337,             430,              0,      4557,           0,       2001
 910,          1341,             433,              0,      4555,           0,       1999
 911,          1342,             433,              0,      4571,           0,       2001
 912,          1343,             433,            999,      4585,           0,       1999
 913,          1345,             434,           1000,      4587,           0,       2000
 914,          1346,             434,           1000,      4583,           0,       1998
 915,          1347,             434,              0,      4600,           0,        999
 916,          1348,             434,              0,      4597,           0,       1998
 917,          1349,             434,              0,      4604,           0,       2000
 918,          1350,             434,           1000,      4604,           0,       1999
 919,          1352,             435,           1003,      4623,           0,       2000
 920,          1353,             435,              0,      4621,           0,       1999
 921,          1354,             435,              0,      4624,           0,       1999
 922,          1356,             436,              0,      4631,           0,       2000
 923,          1357,             436,            999,      4643,           0,       1999
 924,          1358,             436,              0,      4657,           0,       2509
 925,          1359,             436,              0,      4658,           0,       2002
 926,          1361,             437,            997,      4659,           0,       2001
 927,          1362,             437,           1000,      4663,           0,       1998
 928,          1363,             437,            999,      4697,           0,       2001
 929,          1364,             437,            999,      4701,           0,       2001
 930,          1367,             439,              0,      4686,           0,        999
 931,          1371,             442,              0,      4704,           0,       1998
 932,          1372,             442,              0,      4703,           0,       2000
 933,          1373,             442,           1001,      4706,           0,       1998
 934,          1375,             443,           1000,      4713,           0,       1998
 935,          1376,             443,           1001,      4727,           0,       1998
 936,          1377,             443,              0,      4736,           0,       1998
 937,          1378,             443,              0,      4738,           0,       3001
 938,          1379,             443,              0,      4750,           0,       2001
 939,          1380,             443,              0,      4746,           0,       1999
 940,          1382,             444,              0,      4758,           0,       2001
 941,          1385,             446,              0,      4758,           0,       2002
 942,          1388,             448,            999,      4779,           0,       2000
 943,          1389,             448,           1000,      4778,           0,       1999
 944,          1390,             448,            999,      4787,           0,       1999
 945,          1392,             449,           1001,      4792,           0,       2003
 946,          1393,             449,            995,      4806,           0,       1999
 947,          1394,             449,              0,      4814,           0,       2000
 948,          1396,             450,              0,      4792,           0,       2000
 949,          1398,             451,              0,      4794,           0,       2002
 950,          1399,             451,           1000,      4814,           0,       1999
 951,          1400,             451,              0,      4833,           0,       3000
 952,          1401,             451,              0,      4828,           0,       1000
 953,          1402,             451,              0,      4829,           0,       2006
 954,          1403,             451,              0,      4856,           0,       1998
 955,          1404,             451,            999,      4850,           0,       1999
 956,          1406,             452,            999,      4856,           0,       1999
 957,          1407,             452,            999,      4868,           0,       2001
 958,          1409,             453,            998,      4877,           0,       2093
 959,          1410,             453,           1000,      4892,           0,       2000
 960,          1411,             453,            999,      4885,           0,       1999
 961,          1412,             453,           1000,      4891,           0,       1999
 962,          1413,             453,           1000,      4911,           0,       1999
 963,          1414,             453,           1000,      4917,           0,       2000
 964,          1415,             453,           1000,      4918,           0,       1998
 965,          1416,             453,           1000,      4918,           0,       2002
 966,          1417,             453,              0,      4927,           0,       1997
 967,          1418,             453,              0,      4937,           0,       3001
 968,          1420,             454,              0,      4940,           0,       1999
 969,          1422,             455,              0,      4945,           0,       3000
 970,          1424,             456,            999,      4942,           0,       1999
 971,          1425,             456,              0,      4958,           0,       2000
 972,          1426,             456,            999,      4962,           0,       1999
 973,          1428,             457,           1000,      4968,           0,       2000
 974,          1429,             457,            999,      4969,           0,       1999
 975,          1431,             458,           1000,      4993,           0,       2002
 976,          1432,             458,            998,      4969,           0,       1999
 977,          1433,             458,           1000,      4972,           0,       2000
 978,          1434,             458,              0,      4986,           0,       1999
 979,          1436,             459,              0,      4990,           0,       2000
 980,          1437,             459,              0,      5023,           0,       2999
 981,          1441,             462,              0,      5023,           0,       3001
 982,          1442,             462,              0,      5035,           0,       2000
 983,          1443,             462,              0,      5048,           0,       1998
 984,          1444,             462,              0,      5041,           0,       2001
 985,          1446,             463,            999,      5045,           0,       1999
 986,          1447,             463,           1003,      5058,           0,       2000
 987,          1448,             463,           1001,      5058,           0,       1999
 988,          1449,             463,              0,      5072,           0,       2000
 989,          1450,             463,              0,      5076,           0,       2993
 990,          1451,             463,              0,      5084,           0,       1503
 991,          1452,             463,           1005,      5078,           0,       1998
 992,          1453,             463,              0,      5102,           0,       3002
 993,          1455,             464,              0,      5103,           0,       1997
 994,          1456,             464,              0,      5116,           0,       2002
 995,          1457,             464,            998,      5123,           0,       1999
 996,          1458,             464,           1000,      5131,           0,       2001
 997,          1459,             464,              0,      5130,           0,       1998
 998,          1460,             464,              0,      5136,           0,       3001
 999,          1463,             466,              0,      5146,           0,       2999
1000,          1465,             467,              0,      5150,           0,       2001
